x,y,z,temperature
0,0,0,293.15000000028266
0,0,0.001388888888888889,293.1499999998258
0,0,0.002777777777777778,293.15
0,0,0.004166666666666667,293.14999999994654
0,0,0.005555555555555556,293.1499999998991
0,0,0.006944444444444445,293.1499999998988
0,0,0.008333333333333333,293.1499999998749
0,0,0.009722222222222222,293.1499999998613
0,0,0.011111111111111112,293.1499999998505
0,0,0.0125,293.14999999982945
0,0,0.01388888888888889,293.14999999982604
0,0,0.015277777777777779,293.14999999981353
0,0,0.016666666666666666,293.1499999997874
0,0,0.018055555555555557,293.1499999997908
0,0,0.019444444444444445,293.1499999997794
0,0,0.020833333333333336,293.1499999997362
0,0,0.022222222222222223,293.14999999974646
0,0,0.02361111111111111,293.1499999997442
0,0,0.025,293.14999999964755
0,0,0.02638888888888889,293.1499999996805
0,0,0.02777777777777778,293.14999999979875
0,0,0.029166666666666667,293.1499999990484
0,0.001388888888888889,0,293.14999999982587
0,0.001388888888888889,0.001388888888888889,293.1499999996301
0,0.001388888888888889,0.002777777777777778,293.1499999998201
0,0.001388888888888889,0.004166666666666667,293.1499999997616
0,0.001388888888888889,0.005555555555555556,293.1499999997533
0,0.001388888888888889,0.006944444444444445,293.14999999977874
0,0.001388888888888889,0.008333333333333333,293.1499999997533
0,0.001388888888888889,0.009722222222222222,293.14999999975555
0,0.001388888888888889,0.011111111111111112,293.1499999997669
0,0.001388888888888889,0.0125,293.1499999997453
0,0.001388888888888889,0.01388888888888889,293.149999999751
0,0.001388888888888889,0.015277777777777779,293.14999999976123
0,0.001388888888888889,0.016666666666666666,293.14999999973736
0,0.001388888888888889,0.018055555555555557,293.1499999997453
0,0.001388888888888889,0.019444444444444445,293.1499999997578
0,0.001388888888888889,0.020833333333333336,293.14999999972486
0,0.001388888888888889,0.022222222222222223,293.14999999973736
0,0.001388888888888889,0.02361111111111111,293.1499999997635
0,0.001388888888888889,0.025,293.14999999969643
0,0.001388888888888889,0.02638888888888889,293.1499999997317
0,0.001388888888888889,0.02777777777777778,293.1499999998715
0,0.001388888888888889,0.029166666666666667,293.1499999993497
0,0.002777777777777778,0,293.14999999998355
0,0.002777777777777778,0.001388888888888889,293.1499999998185
0,0.002777777777777778,0.002777777777777778,293.15000000000305
0,0.002777777777777778,0.004166666666666667,293.14999999994086
0,0.002777777777777778,0.005555555555555556,293.1499999999281
0,0.002777777777777778,0.006944444444444445,293.1499999999486
0,0.002777777777777778,0.008333333333333333,293.1499999999238
0,0.002777777777777778,0.009722222222222222,293.14999999992267
0,0.002777777777777778,0.011111111111111112,293.1499999999295
0,0.002777777777777778,0.0125,293.14999999991016
0,0.002777777777777778,0.01388888888888889,293.1499999999136
